2023-05-14 20:05:288 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-14 20:05:906 INFO  LoginPage :40 - click On Guest Checkout [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[normalize-space()='Checkout as Guest']]
2023-05-14 20:05:669 INFO  CheckOutPage :95 - enter Firstname [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_FirstName']]
2023-05-14 20:05:887 INFO  CheckOutPage :107 - enter Lastname [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_LastName']]
2023-05-14 20:05:67 INFO  CheckOutPage :119 - enter Email [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_Email']]
2023-05-14 20:05:324 INFO  CheckOutPage :131 - select Country [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_Email']]
2023-05-14 20:05:537 INFO  CheckOutPage :143 - enter City [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_City']]
2023-05-14 20:05:749 INFO  CheckOutPage :155 - enter Address1 [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_Address1']]
2023-05-14 20:05:14 INFO  CheckOutPage :167 - enter Address1 [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_ZipPostalCode']]
2023-05-14 20:05:159 INFO  CheckOutPage :179 - enter Phone Number [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='BillingNewAddress_PhoneNumber']]
2023-05-14 20:05:378 INFO  CheckOutPage :190 - click On Continue [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[@onclick='Billing.save()']]
2023-05-14 20:05:477 INFO  CheckOutPage :201 - select Next DayAir [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='shippingoption_1']]
2023-05-14 20:05:593 INFO  CheckOutPage :212 - click On Shipping Continue [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[@class='button-1 shipping-method-next-step-button']]
2023-05-14 20:05:689 INFO  CheckOutPage :223 - click On CreditCard [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='paymentmethod_1']]
2023-05-14 20:05:804 INFO  CheckOutPage :234 - click On Payment Continue [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[@class='button-1 payment-method-next-step-button']]
2023-05-14 20:05:898 INFO  CheckOutPage :246 - select CreditCard Type [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //select[@id='CreditCardType']]
2023-05-14 20:05:64 INFO  CheckOutPage :258 - enter Card Holder Name [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='CardholderName']]
2023-05-14 20:05:341 INFO  CheckOutPage :270 -  enter CardNumber [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //input[@id='CardNumber']]
2023-05-14 20:05:636 INFO  CheckOutPage :283 -  select Expiration Date 
2023-05-14 20:05:24 INFO  CheckOutPage :296 - enter CardCode 
2023-05-14 20:05:270 INFO  CheckOutPage :354 - click On Payment Info Continue [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[@class='button-1 payment-info-next-step-button']]
2023-05-14 20:05:383 INFO  CheckOutPage :308 - get Payment Type Text [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //span[normalize-space()='Credit Card']]
2023-05-14 20:05:439 INFO  CheckOutPage :320 - get Shipping Method Text [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //span[normalize-space()='Next Day Air']]
2023-05-14 20:05:496 INFO  CheckOutPage :332 - get Total PriceText [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //span[@class='product-subtotal']]
2023-05-14 20:05:541 INFO  CheckOutPage :343 - click On Confirm [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[normalize-space()='Confirm']]
2023-05-14 20:05:662 INFO  HomePage :60 - get Thank You Text [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //h1[normalize-space()='Thank you']]
2023-05-14 20:05:723 INFO  HomePage :72 - get Successful Text [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //strong[normalize-space()='Your order has been successfully processed!']]
2023-05-14 20:05:777 INFO  HomePage :83 - click On Continue [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //button[normalize-space()='Continue']]
2023-05-14 20:05:327 INFO  HomePage :95 - get Welcome Store Text [[ChromeDriver: chrome on WINDOWS (d20b00d5df10efd6e99a077e41338812)] -> xpath: //h2[normalize-space()='Welcome to our store']]
2023-05-16 11:05:416 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-16 11:05:866 INFO  ElectronicsPage :24 - get Electronics HeaderText [[ChromeDriver: chrome on WINDOWS (737858354aaf0dbb69d390c82ca76d1a)] -> xpath: //h1[normalize-space()='Electronics']]
2023-05-16 11:05:646 INFO  HomePage :103 - mouse Hover To Electronic Tab [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Electronics']]
2023-05-16 11:05:802 INFO  HomePage :112 - mouseHover ToCell Phones And Click [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Cell phones']]
2023-05-16 11:05:365 INFO  CellPhonePage :46 - get Cell Phone Text [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //h1[normalize-space()='Cell phones']]
2023-05-16 11:05:395 INFO  CellPhonePage :54 - click On List ViewIcon [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //h1[normalize-space()='Cell phones']]
2023-05-16 11:05:457 INFO  CellPhonePage :66 - select Phone FromList 
2023-05-16 11:05:180 INFO  CellPhonePage :78 - get Product NameText [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //h1[normalize-space()='Nokia Lumia 1020']]
2023-05-16 11:05:205 INFO  CellPhonePage :90 - get PriceText [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //div[@class='product-price']//span[normalize-space()='$349.00']]
2023-05-16 11:05:234 INFO  CellPhonePage :102 - update Quantity [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='product_enteredQuantity_20']]
2023-05-16 11:05:339 INFO  CellPhonePage :113 - click On Add ToCart [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //button[@id='add-to-cart-button-20']]
2023-05-16 11:05:399 INFO  CellPhonePage :125 - get Successfull Added To CartText [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //div[@id='bar-notification']]
2023-05-16 11:05:425 INFO  CellPhonePage :136 - close Notification Bar [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //span[@title='Close']]
2023-05-16 11:05:487 INFO  ShoppingCartPage :117 - mouse Hover To Shopping Card [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //span[@class='cart-label']]
2023-05-16 11:05:640 INFO  ShoppingCartPage :128 - mouse Hover To GoTo Card And Click [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //button[normalize-space()='Go to cart']]
2023-05-16 11:05:111 INFO  ShoppingCartPage :49 - get Shopping CartText [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //h1[normalize-space()='Shopping cart']]
2023-05-16 11:05:140 INFO  ShoppingCartPage :140 - get Number Of Quantity Value [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //button[normalize-space()='Go to cart']]
2023-05-16 11:05:185 INFO  ShoppingCartPage :61 - get PriceText [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //span[@class='value-summary']//strong]
2023-05-16 11:05:214 INFO  ShoppingCartPage :95 - select Terms And Condition [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='termsofservice']]
2023-05-16 11:05:274 INFO  ShoppingCartPage :106 - click On CheckOut [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //button[@id='checkout']]
2023-05-16 11:05:989 INFO  LoginPage :32 - get Welcome Text [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2023-05-16 11:05:03 INFO  HomePage :120 - click On Register Tab [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //button[@class='button-1 register-button']]
2023-05-16 11:05:306 INFO  RegisterPage :43 - enter Firstname [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='FirstName']]
2023-05-16 11:05:364 INFO  RegisterPage :55 - enter Lastname [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='LastName']]
2023-05-16 11:05:437 INFO  RegisterPage :67 - enter Email [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='Email']]
2023-05-16 11:05:554 INFO  RegisterPage :79 - enter Password [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='Password']]
2023-05-16 11:05:628 INFO  RegisterPage :91 - enter Confirm Password [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //input[@id='ConfirmPassword']]
2023-05-16 11:05:694 INFO  RegisterPage :102 - click On Register Button [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //button[@id='register-button']]
2023-05-16 11:05:251 INFO  RegisterPage :114 - get Registration Completed Text [[ChromeDriver: chrome on WINDOWS (3e307138cfb791b1d811eec4561918eb)] -> xpath: //div[@class='result']]
2023-05-16 11:05:821 INFO  HomePage :48 - click On Computer Tab [[ChromeDriver: chrome on WINDOWS (dc8f28afcb69ef6b216e5486c51e7d7d)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-05-16 11:05:852 INFO  ComputersPage :30 - click On Desktop [[ChromeDriver: chrome on WINDOWS (dc8f28afcb69ef6b216e5486c51e7d7d)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-05-16 11:05:407 INFO  ComputersPage :100 - Get all product name after shorting 
2023-05-16 11:05:165 INFO  HomePage :48 - click On Computer Tab [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-05-16 11:05:91 INFO  ComputersPage :30 - click On Desktop [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-05-16 11:05:444 INFO  ComputersPage :46 - select Value From Shorting DropDown [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //select[@id='products-orderby']]
2023-05-16 11:05:542 INFO  ComputersPage :59 - click Add to Cart By ProductName 
2023-05-16 11:05:610 INFO  BuildYourOwnComputerPage :56 - get Build Your Own Computer Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //h1[normalize-space()='Build your own computer']]
2023-05-16 11:05:644 INFO  BuildYourOwnComputerPage :68 - select Processor [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //select[@id='product_attribute_1']]
2023-05-16 11:05:764 INFO  BuildYourOwnComputerPage :80 - select Ram [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //select[@id='product_attribute_2']]
2023-05-16 11:05:870 INFO  BuildYourOwnComputerPage :92 - select HDD 
2023-05-16 11:05:931 INFO  BuildYourOwnComputerPage :104 - select Os 
2023-05-16 11:05:10 INFO  BuildYourOwnComputerPage :115 -  select Microsoft Office SoftwareOption [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='product_attribute_5_10']]
2023-05-16 11:05:179 INFO  BuildYourOwnComputerPage :126 -  select Total Commander Software Option [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='product_attribute_5_12']]
2023-05-16 11:05:255 INFO  BuildYourOwnComputerPage :138 - get Total Price Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //div[@class='product-price']//span]
2023-05-16 11:05:295 INFO  BuildYourOwnComputerPage :149 - click On Add to Cart [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-05-16 11:05:334 INFO  BuildYourOwnComputerPage :161 - get Successfully Added To CartText [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //div[@id='bar-notification']]
2023-05-16 11:05:353 INFO  CellPhonePage :136 - close Notification Bar [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //span[@title='Close']]
2023-05-16 11:05:393 INFO  BuildYourOwnComputerPage :183 - mouse Hover To ShoppingCart [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //span[@class='cart-label']]
2023-05-16 11:05:534 INFO  BuildYourOwnComputerPage :185 - mouse Hover To ShoppingCart And ClickOnCart [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[normalize-space()='Go to cart']]
2023-05-16 11:05:29 INFO  ShoppingCartPage :49 - get Shopping CartText [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //h1[normalize-space()='Shopping cart']]
2023-05-16 11:05:52 INFO  ShoppingCartPage :73 - change Value Of Quantity [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[contains(@id,'itemquantity')]]
2023-05-16 11:05:125 INFO  ShoppingCartPage :84 - update Shopping Cart [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@id='updatecart']]
2023-05-16 11:05:542 INFO  ShoppingCartPage :61 - get PriceText [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //span[@class='value-summary']//strong]
2023-05-16 11:05:575 INFO  ShoppingCartPage :95 - select Terms And Condition [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='termsofservice']]
2023-05-16 11:05:651 INFO  ShoppingCartPage :106 - click On CheckOut [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@id='checkout']]
2023-05-16 11:05:185 INFO  LoginPage :32 - get Welcome Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2023-05-16 11:05:213 INFO  LoginPage :40 - click On Guest Checkout [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[normalize-space()='Checkout as Guest']]
2023-05-16 11:05:921 INFO  CheckOutPage :95 - enter Firstname [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_FirstName']]
2023-05-16 11:05:27 INFO  CheckOutPage :107 - enter Lastname [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_LastName']]
2023-05-16 11:05:147 INFO  CheckOutPage :119 - enter Email [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_Email']]
2023-05-16 11:05:284 INFO  CheckOutPage :131 - select Country [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_Email']]
2023-05-16 11:05:408 INFO  CheckOutPage :143 - enter City [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_City']]
2023-05-16 11:05:534 INFO  CheckOutPage :155 - enter Address1 [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_Address1']]
2023-05-16 11:05:653 INFO  CheckOutPage :167 - enter Address1 [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_ZipPostalCode']]
2023-05-16 11:05:766 INFO  CheckOutPage :179 - enter Phone Number [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='BillingNewAddress_PhoneNumber']]
2023-05-16 11:05:880 INFO  CheckOutPage :190 - click On Continue [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@onclick='Billing.save()']]
2023-05-16 11:05:951 INFO  CheckOutPage :201 - select Next DayAir [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='shippingoption_1']]
2023-05-16 11:05:21 INFO  CheckOutPage :212 - click On Shipping Continue [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@class='button-1 shipping-method-next-step-button']]
2023-05-16 11:05:84 INFO  CheckOutPage :223 - click On CreditCard [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='paymentmethod_1']]
2023-05-16 11:05:160 INFO  CheckOutPage :234 - click On Payment Continue [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@class='button-1 payment-method-next-step-button']]
2023-05-16 11:05:218 INFO  CheckOutPage :246 - select CreditCard Type [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //select[@id='CreditCardType']]
2023-05-16 11:05:329 INFO  CheckOutPage :258 - enter Card Holder Name [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='CardholderName']]
2023-05-16 11:05:452 INFO  CheckOutPage :270 -  enter CardNumber [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //input[@id='CardNumber']]
2023-05-16 11:05:571 INFO  CheckOutPage :283 -  select Expiration Date 
2023-05-16 11:05:735 INFO  CheckOutPage :296 - enter CardCode 
2023-05-16 11:05:864 INFO  CheckOutPage :354 - click On Payment Info Continue [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[@class='button-1 payment-info-next-step-button']]
2023-05-16 11:05:931 INFO  CheckOutPage :308 - get Payment Type Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //span[normalize-space()='Credit Card']]
2023-05-16 11:05:960 INFO  CheckOutPage :320 - get Shipping Method Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //span[normalize-space()='Next Day Air']]
2023-05-16 11:05:01 INFO  CheckOutPage :332 - get Total PriceText [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //span[@class='product-subtotal']]
2023-05-16 11:05:32 INFO  CheckOutPage :343 - click On Confirm [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[normalize-space()='Confirm']]
2023-05-16 11:05:108 INFO  HomePage :60 - get Thank You Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //h1[normalize-space()='Thank you']]
2023-05-16 11:05:137 INFO  HomePage :72 - get Successful Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //strong[normalize-space()='Your order has been successfully processed!']]
2023-05-16 11:05:177 INFO  HomePage :83 - click On Continue [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //button[normalize-space()='Continue']]
2023-05-16 11:05:508 INFO  HomePage :95 - get Welcome Store Text [[ChromeDriver: chrome on WINDOWS (1daf11abd63dd82192d6f446f24ea5e6)] -> xpath: //h2[normalize-space()='Welcome to our store']]
2023-05-16 11:05:138 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-16 11:05:645 INFO  ElectronicsPage :24 - get Electronics HeaderText [[ChromeDriver: chrome on WINDOWS (7706b482e624117c8d8621e96fceb6ca)] -> xpath: //h1[normalize-space()='Electronics']]
2023-05-17 21:05:140 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-17 21:05:323 INFO  ElectronicsPage :24 - get Electronics HeaderText [[ChromeDriver: chrome on WINDOWS (921b55948bc3872a4548f9a4da3ddf7a)] -> xpath: //h1[normalize-space()='Electronics']]
2023-05-17 21:05:494 INFO  HomePage :103 - mouse Hover To Electronic Tab [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Electronics']]
2023-05-17 21:05:668 INFO  HomePage :112 - mouseHover ToCell Phones And Click [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Cell phones']]
2023-05-17 21:05:967 INFO  CellPhonePage :46 - get Cell Phone Text [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //h1[normalize-space()='Cell phones']]
2023-05-17 21:05:992 INFO  CellPhonePage :54 - click On List ViewIcon [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //h1[normalize-space()='Cell phones']]
2023-05-17 21:05:49 INFO  CellPhonePage :66 - select Phone FromList 
2023-05-17 21:05:664 INFO  CellPhonePage :78 - get Product NameText [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //h1[normalize-space()='Nokia Lumia 1020']]
2023-05-17 21:05:705 INFO  CellPhonePage :90 - get PriceText [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //div[@class='product-price']//span[normalize-space()='$349.00']]
2023-05-17 21:05:747 INFO  CellPhonePage :102 - update Quantity [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='product_enteredQuantity_20']]
2023-05-17 21:05:870 INFO  CellPhonePage :113 - click On Add ToCart [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //button[@id='add-to-cart-button-20']]
2023-05-17 21:05:939 INFO  CellPhonePage :125 - get Successfull Added To CartText [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //div[@id='bar-notification']]
2023-05-17 21:05:984 INFO  CellPhonePage :136 - close Notification Bar [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //span[@title='Close']]
2023-05-17 21:05:43 INFO  ShoppingCartPage :117 - mouse Hover To Shopping Card [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //span[@class='cart-label']]
2023-05-17 21:05:195 INFO  ShoppingCartPage :128 - mouse Hover To GoTo Card And Click [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //button[normalize-space()='Go to cart']]
2023-05-17 21:05:395 INFO  ShoppingCartPage :49 - get Shopping CartText [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //h1[normalize-space()='Shopping cart']]
2023-05-17 21:05:423 INFO  ShoppingCartPage :140 - get Number Of Quantity Value [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //button[normalize-space()='Go to cart']]
2023-05-17 21:05:496 INFO  ShoppingCartPage :61 - get PriceText [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //span[@class='value-summary']//strong]
2023-05-17 21:05:530 INFO  ShoppingCartPage :95 - select Terms And Condition [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='termsofservice']]
2023-05-17 21:05:581 INFO  ShoppingCartPage :106 - click On CheckOut [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //button[@id='checkout']]
2023-05-17 21:05:371 INFO  LoginPage :32 - get Welcome Text [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2023-05-17 21:05:391 INFO  HomePage :120 - click On Register Tab [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //button[@class='button-1 register-button']]
2023-05-17 21:05:825 INFO  RegisterPage :43 - enter Firstname [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='FirstName']]
2023-05-17 21:05:901 INFO  RegisterPage :55 - enter Lastname [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='LastName']]
2023-05-17 21:05:19 INFO  RegisterPage :67 - enter Email [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='Email']]
2023-05-17 21:05:170 INFO  RegisterPage :79 - enter Password [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='Password']]
2023-05-17 21:05:279 INFO  RegisterPage :91 - enter Confirm Password [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //input[@id='ConfirmPassword']]
2023-05-17 21:05:371 INFO  RegisterPage :102 - click On Register Button [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //button[@id='register-button']]
